region;municipality;settlement;oktmo;latitude_dd;longitude_dd;year;assets;assets_depreciation;assets_exhausted;assets_new;birth;build_flat;catering;catering_growth;collective_foreign;collective_people;collective_russian;comp_electr;comp_manufact;comp_mining;construction;crimes;criminals;death;doctors;doctors_per10;domesticserv;hospital_beds;hospital_beds_per10;hospitals;industry;invest_budg;invest_fed;invest_reg;investment;job_regist;job_regist_unempl;job_seeker;job_seeker_unempl;living_space;migration;n_companies;new_hospital_beds;new_housing;new_polycl_visits;new_preschool_places;new_school_places;nurses;nurses_per10;pens;pension;polycl_visits;polycl_visits_per10;polyclinic;pop_1_6;pop_old;pop_work;pop_young;population;preschool;preschool_child;preschool_coverage;preschool_places;preschool_waiting;pupils;retail;retail_growth;rni;schools;servises;volume_electr;volume_manufact;volume_mining;volume_water;wage;workers
Самарская область;Сызрань;Сызрань;36735000001;53.1558333333333;48.4744444444444;2014;45668.0;51.1;19.7;2601.6;11.5;386.0;90.7;584.2;NaN;NaN;NaN;13.0;44.0;NaN;1124.4;1916.0;927.0;16.5;491.0;27.9;NaN;1.4;78.1;9.0;NaN;4.2;0.4;2.7;16613.2;NaN;NaN;650.0;611.0;23.9;42.0;2642.0;0.0;41.6;NaN;0.0;NaN;1906.0;108.3;56.3;10232.5;4.4;249.3;20.0;11.9;48.6;99.0;28.4;176.0;6.0;8.5;NaN;7.9;NaN;NaN;9018.1;104.6;-5.0;NaN;NaN;7940.7;36702.7;NaN;NaN;24038.4;45.6
Самарская область;Сызрань;Сызрань;36735000001;53.1558333333333;48.4744444444444;2015;49427.3;53.1;19.6;4533.8;12.2;674.0;203.2;195.0;173.0;16791.0;16618.0;14.0;42.0;1.0;2442.8;1956.0;989.0;16.1;490.0;27.9;NaN;1.3;72.9;9.0;NaN;5.4;0.3;2.4;17138.0;NaN;NaN;647.0;613.0;24.2;8.0;2745.0;0.0;48.0;NaN;110.0;0.0;1914.0;109.2;56.4;11353.5;4.3;247.9;19.0;11.9;49.2;97.0;29.1;175.3;4.0;8.7;NaN;8.1;NaN;NaN;9428.5;89.4;-3.9;NaN;NaN;7332.3;38768.1;NaN;NaN;25199.1;45.3
Самарская область;Сызрань;Сызрань;36735000001;53.1558333333333;48.4744444444444;2016;55219.7;54.9;23.7;3891.1;11.9;675.0;187.0;85.8;113.0;21543.0;21430.0;NaN;NaN;NaN;4905.2;1751.0;915.0;16.0;467.0;26.8;NaN;1.3;72.5;8.0;NaN;3.9;0.2;2.6;7842.5;NaN;NaN;747.0;730.0;24.9;-594.0;2689.0;15.0;53.0;NaN;371.0;0.0;1908.0;109.6;56.3;11720.0;4.4;252.3;20.0;12.0;49.4;95.1;29.5;174.0;5.0;9.0;NaN;8.5;NaN;NaN;9716.1;96.2;-4.1;NaN;NaN;6738.4;40722.8;NaN;569.8;26772.4;43.8
Самарская область;Сызрань;Сызрань;36735000001;53.1558333333333;48.4744444444444;2017;58893.6;58.0;29.6;3333.3;10.6;534.0;191.5;100.0;668.0;70487.0;69819.0;NaN;NaN;NaN;7000.1;1945.0;916.0;15.6;495.0;28.8;NaN;1.2;72.1;8.0;NaN;5.8;1.3;3.4;6119.7;719.0;703.0;719.0;703.0;25.5;-1089.0;2592.0;0.0;47.3;0.0;0.0;0.0;1952.0;113.4;55.8;12628.0;4.5;259.3;19.0;12.2;49.5;92.8;29.7;172.0;1.0;9.1;NaN;8.3;NaN;NaN;11086.2;110.9;-5.0;NaN;NaN;6880.1;36139.4;NaN;609.4;27859.0;42.7
Самарская область;Сызрань;Сызрань;36735000001;53.1558333333333;48.4744444444444;2018;61470.5;61.4;31.2;3303.9;9.9;478.0;93.3;47.6;838.0;54709.0;53871.0;NaN;NaN;NaN;8923.0;NaN;NaN;15.9;509.0;30.0;NaN;1.2;72.8;8.0;NaN;2.8;1.1;1.0;6462.3;582.0;524.0;NaN;NaN;26.1;-1611.0;2544.0;0.0;48.5;0.0;0.0;NaN;2000.0;118.0;55.8;13366.7;4.8;280.9;22.0;11.9;49.5;90.3;29.6;169.4;NaN;9.3;NaN;8.3;NaN;NaN;12135.9;106.6;-6.0;NaN;NaN;8401.6;36665.0;NaN;686.7;31707.3;42.1
Самарская область;Сызрань;Сызрань;36735000001;53.1558333333333;48.4744444444444;2019;65796.7;64.2;32.9;3673.9;8.6;464.0;442.6;200.0;1321.0;51378.0;50057.0;NaN;NaN;NaN;5549.2;NaN;NaN;15.7;511.0;30.4;NaN;1.2;71.1;8.0;NaN;3.4;1.7;1.3;8141.7;515.0;486.0;NaN;NaN;26.6;-395.0;2282.0;0.0;43.4;0.0;0.0;NaN;2009.0;119.7;55.1;14175.1;4.5;267.5;24.0;11.5;47.4;91.0;29.4;167.8;NaN;9.1;NaN;8.2;NaN;NaN;13725.8;108.3;-7.1;NaN;NaN;8737.1;44101.3;NaN;487.9;34105.3;42.6
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2000;NaN;NaN;NaN;NaN;8.6;NaN;875.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1016.7;17528.0;11401.0;10.1;3203.0;43.4;679.0;6.0;81.8;14.0;89269.3;2.7;0.3;NaN;6120.8;6721.0;6422.0;NaN;NaN;17.1;NaN;16032.0;0.0;217.3;0.0;0.0;825.0;7593.0;102.8;142.4;NaN;14.6;198.0;63.0;NaN;NaN;NaN;NaN;738.6;160.0;30.4;NaN;37.5;NaN;96.6;38773.9;NaN;-1.5;105.0;2817.7;NaN;NaN;NaN;NaN;3552.0;334.7
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2001;NaN;NaN;NaN;NaN;8.7;NaN;1235.1;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1301.0;16539.0;10543.0;10.2;3232.0;43.6;674.6;5.6;75.9;14.0;121232.6;4.1;0.4;NaN;8452.8;4222.0;3897.0;NaN;NaN;17.4;NaN;17398.0;0.0;223.7;0.0;0.0;0.0;7737.0;104.5;148.7;NaN;14.7;199.0;60.0;NaN;NaN;NaN;NaN;740.6;159.0;30.1;NaN;36.8;NaN;92.1;47789.0;NaN;-1.5;104.0;3608.5;NaN;NaN;NaN;NaN;4735.0;346.5
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2002;NaN;NaN;NaN;NaN;9.7;4328.0;1691.5;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1340.1;14571.0;8765.0;10.3;3286.0;44.2;685.6;5.5;73.9;13.0;128203.3;2.3;0.3;NaN;13594.3;4596.0;4103.0;NaN;NaN;17.7;NaN;19171.0;0.0;293.8;0.0;0.0;1005.0;7383.0;99.3;148.8;1492.7;14.8;199.0;58.0;NaN;NaN;NaN;NaN;715.2;156.0;29.5;NaN;36.3;NaN;89.5;55715.3;NaN;-0.6;112.0;4829.0;NaN;NaN;NaN;NaN;6160.0;363.1
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2003;NaN;NaN;NaN;NaN;10.5;3945.0;2075.6;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1244.3;15024.0;8498.0;10.8;3269.0;45.6;811.4;5.5;76.1;13.0;150502.2;1.6;0.6;NaN;13845.5;5219.0;3907.0;NaN;NaN;18.8;NaN;21418.0;0.0;293.2;0.0;0.0;0.0;7386.0;103.1;154.0;1792.3;14.6;204.0;61.0;36.6;114.6;469.0;120.3;716.3;144.0;29.9;NaN;28.7;NaN;83.1;64218.7;NaN;-0.3;111.0;6256.5;NaN;NaN;NaN;NaN;7043.0;368.4
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2004;NaN;NaN;NaN;NaN;10.9;3579.0;2404.4;110.1;NaN;NaN;NaN;NaN;NaN;NaN;981.4;14627.0;5657.0;11.0;3313.0;46.2;1053.3;5.6;78.7;13.0;NaN;2.3;0.4;NaN;14285.3;4620.0;3903.0;NaN;NaN;19.0;NaN;22447.0;0.0;295.2;0.0;0.0;180.0;7419.0;103.4;158.1;2062.7;14.8;206.7;89.0;37.9;118.5;469.5;116.8;717.2;144.0;29.4;77.0;28.6;NaN;77.5;76994.6;110.4;-0.1;111.0;8962.9;NaN;NaN;NaN;NaN;8553.0;371.0
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2005;NaN;NaN;NaN;NaN;10.3;4187.0;3112.7;118.4;NaN;NaN;NaN;29.0;182.0;NaN;1171.7;19793.0;6232.0;11.3;3195.0;44.5;1258.4;5.6;78.6;13.0;NaN;4.6;0.7;NaN;14317.9;3119.0;3079.0;NaN;NaN;19.5;NaN;24815.0;0.0;306.4;0.0;0.0;0.0;7269.0;101.3;164.4;2581.6;14.9;208.3;94.0;39.4;122.5;469.1;113.3;717.5;144.0;30.1;78.0;28.5;NaN;73.5;92375.8;110.0;-1.0;111.0;11896.2;3179.0;206442.4;NaN;NaN;10227.0;370.8
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2006;NaN;NaN;NaN;NaN;10.9;2452.0;3550.6;103.7;NaN;NaN;NaN;33.0;198.0;NaN;1622.0;25533.0;7302.0;11.2;3174.0;44.2;1516.9;5.7;78.7;13.0;NaN;8.1;2.3;NaN;13396.9;NaN;NaN;2903.0;2865.0;19.7;NaN;25070.0;0.0;169.3;0.0;320.0;0.0;7359.0;102.5;169.1;2915.2;14.9;207.0;99.0;40.8;127.6;466.3;111.4;718.0;143.0;30.8;75.0;29.3;NaN;69.6;107822.8;108.8;-0.3;108.0;15175.0;5431.8;230896.8;NaN;NaN;12170.0;256.2
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2007;NaN;NaN;NaN;NaN;11.1;3019.0;4955.2;119.3;NaN;NaN;NaN;40.0;198.0;1.0;2660.5;23327.0;7030.0;10.6;3197.0;44.5;1923.0;5.8;80.6;13.0;NaN;8.7;2.2;NaN;16701.0;NaN;NaN;2728.0;2573.0;20.0;NaN;27384.0;0.0;200.5;0.0;0.0;0.0;7510.0;104.5;173.7;3728.4;15.1;209.8;131.0;42.3;132.6;462.3;110.6;718.4;142.0;31.5;76.0;29.7;NaN;66.7;126910.9;110.1;0.5;105.0;19023.7;12660.2;250212.7;NaN;NaN;14215.0;255.5
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2008;307142.99;63.7;39.9;NaN;12.0;2650.0;1676.2;95.3;NaN;NaN;NaN;39.0;222.0;NaN;3799.9;20850.0;6122.0;11.0;2972.0;41.3;NaN;5.6;77.5;16.0;NaN;10.3;2.5;NaN;17945.4;NaN;NaN;3222.0;3080.0;20.2;NaN;26730.0;0.0;171.5;0.0;0.0;0.0;7206.0;100.0;177.3;4663.0;15.9;221.0;42.0;45.0;140.1;467.0;113.2;720.3;138.0;32.1;72.0;30.1;NaN;66.1;28418.1;116.0;1.0;104.0;NaN;18054.9;275673.5;NaN;NaN;17220.7;254.0
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2009;298839.441;67.7;43.6;NaN;11.8;864.0;1865.4;193.1;NaN;NaN;NaN;29.0;199.0;1.0;4232.7;15929.0;5700.0;10.8;2939.0;40.7;NaN;5.6;77.9;15.0;NaN;10.4;6.1;NaN;11496.5;NaN;NaN;17283.0;16732.0;20.3;NaN;28146.0;56.0;70.6;0.0;0.0;0.0;7305.0;101.2;182.0;7334.9;15.9;220.9;40.0;46.9;145.7;461.7;114.3;721.7;137.0;31.3;70.0;29.9;NaN;65.6;28817.7;70.0;1.0;104.0;NaN;19326.1;159435.3;NaN;NaN;15772.0;243.4
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2010;306609.7;67.9;43.5;13636.3;12.3;1845.0;1767.9;85.2;NaN;NaN;NaN;30.0;216.0;1.0;2967.7;12440.0;5539.0;11.9;2601.0;36.1;NaN;5.5;76.8;14.0;NaN;9.3;6.2;NaN;12534.2;NaN;NaN;10059.0;9787.0;20.5;-367.0;26405.0;0.0;111.6;0.0;0.0;0.0;6318.0;87.8;188.2;7829.6;13.4;186.2;37.0;45.2;153.1;453.5;113.0;719.6;131.0;32.1;NaN;29.7;18830.0;NaN;27900.5;107.5;0.4;NaN;NaN;24209.6;238641.2;NaN;NaN;17417.3;216.8
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2011;312722.0;67.4;42.9;12844.3;12.1;1618.0;1787.1;91.1;NaN;NaN;NaN;35.0;242.0;1.0;3671.2;11500.0;5206.0;11.1;2951.0;41.0;NaN;6.2;86.7;17.0;NaN;10.3;5.2;3.6;22900.7;NaN;NaN;6201.0;6082.0;20.7;-692.0;26763.0;0.0;117.1;0.0;0.0;0.0;7248.0;100.7;190.5;8533.7;16.6;230.7;39.0;45.9;157.4;448.7;113.5;719.6;124.0;33.6;NaN;30.4;18882.0;NaN;34642.2;114.9;1.0;NaN;NaN;24596.5;323962.4;NaN;NaN;20740.8;217.3
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2012;338835.1;63.2;39.8;23101.9;12.9;2264.0;2038.3;110.5;NaN;NaN;NaN;41.0;246.0;1.0;5227.5;11693.0;4962.0;11.2;2523.0;35.1;NaN;5.6;78.1;16.0;NaN;6.7;1.9;3.9;26542.0;NaN;NaN;3688.0;3513.0;20.9;-1654.0;26585.0;0.0;130.9;NaN;500.0;NaN;6217.0;86.4;194.4;9445.7;13.6;189.5;40.0;47.2;161.9;442.0;115.3;719.2;124.0;35.2;NaN;35.8;20499.0;NaN;42353.0;98.5;1.7;NaN;NaN;24762.9;353735.7;NaN;NaN;23381.2;216.2
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2013;363186.2;61.9;36.6;28699.8;12.7;3195.0;2167.2;98.9;NaN;NaN;NaN;42.0;259.0;1.0;4781.7;9292.0;4375.0;11.6;2512.0;35.0;NaN;6.1;85.5;16.0;NaN;16.4;2.5;13.4;35098.4;NaN;NaN;3020.0;2854.0;20.9;-1781.0;28304.0;0.0;203.3;NaN;0.0;NaN;6077.0;84.6;197.2;10380.3;13.5;188.0;43.0;48.8;165.6;435.0;117.5;718.1;119.0;37.0;NaN;36.5;20514.0;NaN;51036.7;98.7;1.1;NaN;NaN;29319.6;342330.7;NaN;NaN;26006.6;216.2
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2014;380487.1;62.1;34.5;22117.8;12.8;2603.0;2024.9;86.9;NaN;NaN;NaN;39.0;265.0;1.0;4457.1;8500.0;4305.0;11.5;2495.0;34.7;NaN;5.8;80.0;16.0;NaN;6.7;2.2;4.1;38898.4;NaN;NaN;5893.0;5455.0;21.0;554.0;31898.0;0.0;193.0;NaN;0.0;NaN;6081.0;84.5;200.9;11258.5;13.5;187.6;40.0;50.1;169.8;429.7;120.2;719.7;123.0;38.0;NaN;37.8;NaN;NaN;62152.6;113.3;1.3;NaN;NaN;28428.7;368014.9;NaN;NaN;28444.9;203.8
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2015;407595.4;62.4;36.0;28132.5;13.3;4459.0;2157.9;92.8;4757.0;71741.0;66984.0;40.0;246.0;1.0;4952.6;8403.0;4601.0;11.6;2481.0;34.8;NaN;5.3;74.9;14.0;NaN;3.7;2.1;1.4;56408.2;NaN;NaN;8826.0;8366.0;21.6;-8185.0;32672.0;0.0;278.9;NaN;0.0;0.0;6284.0;88.2;204.0;12533.6;13.5;189.6;38.0;51.1;173.3;416.1;123.2;712.6;111.0;39.6;NaN;39.1;NaN;NaN;61562.5;84.7;1.7;NaN;NaN;27073.5;370777.1;NaN;NaN;29686.3;190.2
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2016;452338.9;60.9;34.3;35742.7;12.6;4344.0;2147.1;92.7;14952.0;116694.0;101742.0;NaN;NaN;NaN;6986.0;8797.0;4852.0;11.6;2605.0;36.7;NaN;5.2;73.0;13.0;NaN;1.6;0.2;0.9;33283.4;NaN;NaN;8362.0;7997.0;22.1;-2747.0;29524.0;0.0;234.6;NaN;666.0;352.0;6195.0;87.2;207.3;12901.8;13.7;192.4;40.0;52.4;176.7;408.5;125.4;710.6;111.0;40.5;NaN;40.7;NaN;NaN;63763.8;96.7;1.0;NaN;NaN;23114.8;365639.2;NaN;8593.7;30079.9;174.0
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2017;495383.1;59.9;32.6;43511.1;10.4;1865.0;2313.6;105.3;9285.0;122363.0;113078.0;NaN;NaN;NaN;2254.9;9032.0;4439.0;11.4;2703.0;38.2;NaN;4.9;69.2;13.0;NaN;3.1;0.6;1.6;23217.5;5223.0;5013.0;5223.0;5013.0;22.3;-2445.0;27998.0;0.0;101.7;0.0;275.0;0.0;6116.0;86.5;208.8;13940.1;14.0;197.8;52.0;53.0;179.8;401.3;126.3;707.4;111.0;40.5;NaN;40.2;NaN;NaN;67103.9;102.3;-1.0;NaN;NaN;21607.9;422607.3;NaN;9313.2;33455.9;160.1
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2018;516131.8;62.1;31.6;19553.9;9.4;2591.0;2492.7;105.1;9267.0;142657.0;133390.0;NaN;NaN;NaN;1588.4;NaN;NaN;11.6;2613.0;37.2;NaN;4.9;69.9;14.0;NaN;3.2;1.2;1.1;28073.9;3356.0;3192.0;NaN;NaN;22.7;-3073.0;28228.0;0.0;153.6;0.0;0.0;NaN;6076.0;86.5;211.4;14788.2;14.3;203.6;57.0;51.8;182.4;394.8;125.6;702.8;NaN;40.6;NaN;40.3;NaN;NaN;72737.1;105.5;-2.2;NaN;NaN;22159.9;513969.1;NaN;11442.8;37756.3;156.8
Самарская область;Тольятти;Тольятти;36740000001;53.5088888888889;49.4191666666667;2019;537388.7;64.5;32.7;23326.5;8.7;2945.0;2793.7;110.5;7471.0;147468.0;139997.0;NaN;NaN;NaN;4041.1;NaN;NaN;11.3;2554.0;36.5;NaN;4.7;67.8;12.0;NaN;8.5;6.0;1.7;34626.4;3628.0;3334.0;NaN;NaN;23.0;-1560.0;25978.0;0.0;176.4;NaN;NaN;NaN;5980.0;85.5;210.5;15675.9;14.2;202.6;58.0;49.9;176.1;398.4;124.9;699.4;NaN;39.6;NaN;40.2;NaN;NaN;78851.4;103.8;-2.6;NaN;NaN;23065.7;522328.9;NaN;16515.9;40126.3;155.2
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;1985;NaN;NaN;NaN;NaN;17.1;NaN;0.053;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.171;4877.0;NaN;9.1;1709.0;49.8;0.016;6.4;189.0;20.0;1.5;NaN;NaN;NaN;0.143;NaN;NaN;NaN;NaN;13.4;NaN;NaN;60.0;137.5;100.0;320.0;2216.0;4298.0;125.0;57.5;NaN;3.3;182.0;26.0;NaN;NaN;NaN;NaN;338.9;139.0;25.2;NaN;20.9;NaN;44.4;NaN;NaN;8.0;48.0;0.048;NaN;NaN;NaN;NaN;0.2;203.5
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;1990;NaN;NaN;NaN;NaN;13.7;NaN;0.064;NaN;NaN;NaN;NaN;NaN;NaN;NaN;0.229;7573.0;NaN;8.7;1994.0;54.8;0.025;6.6;181.0;20.0;1.6;NaN;NaN;NaN;0.261;NaN;NaN;NaN;NaN;14.4;NaN;NaN;100.0;177.8;0.0;470.0;1800.0;5061.0;136.9;68.6;NaN;7.6;180.4;26.0;NaN;NaN;NaN;NaN;361.9;162.0;26.3;NaN;23.4;NaN;48.5;1.4;NaN;5.0;53.0;0.089;NaN;NaN;NaN;NaN;0.31;204.4
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;1995;NaN;NaN;NaN;NaN;8.6;NaN;74.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;346.9;11971.0;NaN;12.4;1656.0;45.1;61.1;6.2;168.0;20.0;2948.0;NaN;NaN;NaN;497.6;11113.0;9918.0;NaN;NaN;15.7;NaN;5348.0;200.0;123.1;0.0;0.0;0.0;4812.0;131.0;83.0;NaN;6.6;180.5;26.0;NaN;NaN;NaN;NaN;360.8;122.0;15.9;NaN;16.6;NaN;51.7;935.2;NaN;-3.8;57.0;316.1;NaN;NaN;NaN;NaN;450.6;163.9
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;1996;NaN;NaN;NaN;NaN;8.1;NaN;149.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;305.5;12269.0;4965.0;11.3;1708.0;46.5;118.1;6.2;169.0;20.0;3510.0;NaN;NaN;NaN;387.6;8134.0;7420.0;NaN;NaN;15.9;NaN;5556.0;0.0;74.7;0.0;0.0;0.0;4910.0;133.7;84.7;NaN;6.7;183.6;32.0;NaN;NaN;NaN;NaN;360.6;118.0;15.1;NaN;16.2;NaN;52.1;1216.7;NaN;-3.2;57.0;585.3;NaN;NaN;NaN;NaN;727.6;157.4
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;1997;NaN;NaN;NaN;NaN;7.5;NaN;124.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;273.0;10847.0;4370.0;11.3;1704.0;46.5;147.0;6.2;169.0;20.0;3835.0;NaN;NaN;NaN;385.0;5985.0;5486.0;NaN;NaN;16.1;NaN;5780.0;0.0;82.3;0.0;0.0;0.0;4934.0;134.6;87.1;NaN;7.2;196.2;32.0;NaN;NaN;NaN;NaN;366.5;110.0;13.9;NaN;15.2;NaN;52.7;1540.6;NaN;-3.8;60.0;728.6;NaN;NaN;NaN;NaN;900.8;157.9
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;1998;NaN;NaN;NaN;NaN;8.2;NaN;149.4;NaN;NaN;NaN;NaN;NaN;NaN;NaN;524.7;13484.0;4773.0;11.1;1725.0;47.2;225.0;6.2;168.0;20.0;4896.0;22.6;7.5;NaN;411.9;5020.0;4519.0;NaN;NaN;16.2;NaN;5977.0;0.0;78.7;0.0;140.0;200.0;5024.0;137.5;88.1;NaN;6.9;188.5;32.0;NaN;NaN;NaN;NaN;365.4;100.0;13.2;NaN;14.8;NaN;52.8;2254.3;NaN;-2.9;62.0;886.9;NaN;NaN;NaN;NaN;977.7;149.9
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;1999;NaN;NaN;NaN;NaN;8.4;NaN;232.3;NaN;NaN;NaN;NaN;NaN;NaN;NaN;581.9;17083.0;5204.0;12.4;1727.0;47.6;276.0;6.1;168.0;20.0;7528.0;26.2;12.8;NaN;578.5;2920.0;2599.0;NaN;NaN;16.7;NaN;6220.0;0.0;51.1;0.0;0.0;0.0;5011.0;138.1;88.9;NaN;7.1;195.6;33.0;NaN;NaN;NaN;NaN;362.9;101.0;13.4;NaN;15.4;NaN;51.5;4143.9;NaN;-4.0;62.0;1060.7;NaN;NaN;NaN;NaN;1339.3;145.5
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;2000;NaN;NaN;NaN;NaN;8.8;NaN;330.8;NaN;NaN;NaN;NaN;NaN;NaN;NaN;799.6;18706.0;5170.0;13.6;1758.0;48.9;330.8;6.1;169.0;20.0;10488.0;31.3;10.5;NaN;1028.5;1997.0;1803.0;NaN;NaN;16.9;NaN;6484.0;0.0;20.9;0.0;0.0;0.0;5004.0;139.1;89.5;NaN;7.1;197.4;33.0;NaN;NaN;NaN;NaN;359.7;95.0;13.1;NaN;14.9;NaN;49.1;5259.3;NaN;-4.8;62.0;1390.1;NaN;NaN;NaN;NaN;1984.2;143.8
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;2001;NaN;NaN;NaN;NaN;9.2;NaN;453.2;NaN;NaN;NaN;NaN;NaN;NaN;NaN;992.1;13576.0;3822.0;14.0;1696.0;47.7;312.5;5.6;157.0;20.0;10363.0;17.8;8.2;NaN;965.6;2898.0;2654.0;NaN;NaN;17.2;NaN;6662.0;0.0;37.3;0.0;0.0;0.0;4982.0;140.3;90.3;NaN;6.9;195.4;31.0;NaN;NaN;NaN;NaN;355.2;92.0;12.7;NaN;14.5;NaN;46.7;7177.6;NaN;-4.8;62.0;1823.9;NaN;NaN;NaN;NaN;2778.3;141.5
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;2002;NaN;NaN;NaN;NaN;10.2;497.0;609.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1081.1;10048.0;3340.0;15.2;1762.0;50.4;236.2;5.8;166.0;20.0;11102.0;20.9;13.4;NaN;1016.1;3826.0;3626.0;NaN;NaN;17.6;NaN;6921.0;0.0;44.2;0.0;0.0;0.0;5356.0;153.2;91.2;1494.5;7.0;200.8;30.0;NaN;NaN;NaN;NaN;345.5;89.0;12.5;NaN;14.2;NaN;44.2;9261.3;NaN;-5.0;61.0;2487.8;NaN;NaN;NaN;NaN;3704.4;141.1
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;2003;NaN;NaN;NaN;NaN;10.5;695.0;786.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;1151.3;10248.0;3619.0;15.4;1722.0;50.8;256.3;5.7;169.0;20.0;14018.0;14.9;6.8;NaN;1731.1;3839.0;3642.0;NaN;NaN;18.3;NaN;7371.0;0.0;46.6;0.0;0.0;0.0;5357.0;157.9;91.3;1783.9;7.0;207.5;32.0;16.8;67.6;216.5;55.2;339.3;87.0;12.3;NaN;13.5;NaN;41.1;11384.2;NaN;-4.9;61.0;2833.2;NaN;NaN;NaN;NaN;4777.7;138.5
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;2004;NaN;NaN;NaN;NaN;11.0;628.0;974.9;114.9;NaN;NaN;NaN;NaN;NaN;NaN;NaN;11681.0;3264.0;14.8;1638.0;50.0;296.8;5.9;175.0;20.0;NaN;19.0;15.0;NaN;1778.9;3893.0;3429.0;NaN;NaN;18.6;NaN;7695.0;0.0;43.8;100.0;0.0;0.0;5160.0;154.4;92.4;2043.9;7.0;207.9;32.0;17.6;67.6;214.2;52.5;334.3;88.0;12.6;75.4;13.5;NaN;37.9;15066.5;119.6;-3.8;61.0;4336.2;NaN;NaN;NaN;NaN;5782.0;137.0
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;2005;NaN;NaN;NaN;NaN;10.5;848.0;1156.8;100.6;NaN;NaN;NaN;51.0;234.0;1.0;2329.5;15209.0;3950.0;15.0;1633.0;49.5;460.2;5.8;175.0;20.0;NaN;22.1;17.1;NaN;2212.9;4036.0;3172.0;NaN;NaN;19.1;NaN;7833.0;0.0;56.4;0.0;0.0;0.0;5152.0;156.1;93.8;2531.0;7.0;213.1;33.0;18.4;67.6;211.9;50.5;330.0;88.0;12.7;72.8;13.7;NaN;35.2;18672.4;113.9;-4.5;61.0;5272.5;6300.0;16330.8;1.4;NaN;7145.0;140.4
Курганская область;Курган;Курган;37701000001;55.4544444444444;65.3219444444444;2006;NaN;NaN;NaN;NaN;10.4;1127.0;1490.3;111.6;NaN;NaN;NaN;56.0;238.0;1.0;1625.4;15592.0;4262.0;13.9;1664.0;51.0;606.0;5.6;170.0;18.0;NaN;19.6;16.1;NaN;2135.9;NaN;NaN;3191.0;2938.0;19.6;NaN;6248.0;0.0;75.2;0.0;0.0;0.0;5149.0;157.7;94.0;2827.0;7.1;217.1;41.0;19.1;68.6;208.9;48.9;326.4;88.0;12.9;70.5;13.7;NaN;33.1;24912.5;121.6;-3.5;60.0;7023.0;6806.7;20236.6;1.1;NaN;8977.0;117.5
